Year,Agriculture,Architecture,Art and Performance,Biology,Business,Communications and Journalism,Computer Science,Education,Engineering,English,Foreign Languages,Health Professions,Math and Statistics,Physical Sciences,Psychology,Public Administration,Social Sciences and History,
1988,31.085087,39.398907,61.7,50.099811,46.764828,60.4,30.8,77.627662,13.9,67.144498,72.3,85.2,46.2,29.7,70.9,75.6,44.4
1989,31.612403,39.096540,62.0,50.774716,46.781565,60.5,29.9,78.111919,14.1,67.017072,72.4,84.6,46.2,31.3,71.6,76.0,44.2
1990,32.703444,40.824047,62.6,50.818094,47.200851,60.8,29.4,78.866859,14.1,66.921902,71.2,83.9,47.3,31.6,72.6,77.6,45.1
1991,34.711837,33.679881,62.1,51.468805,47.224325,60.8,28.7,78.991246,14.0,66.241475,71.1,83.5,47.0,32.6,73.2,78.2,45.5
1992,33.931660,35.202356,61.0,51.349742,47.219395,59.7,28.2,78.435182,14.5,65.622457,71.0,83.0,47.4,32.6,73.2,77.3,45.8
1993,34.946832,35.777159,60.2,51.124844,47.639332,58.7,28.5,77.267312,14.9,65.730950,70.0,82.4,46.4,33.6,73.1,78.0,46.1
1994,36.032674,34.433531,59.4,52.246218,47.983924,58.1,28.5,75.814933,15.7,65.641978,69.1,81.8,47.0,34.8,72.9,78.8,46.8
1995,36.844807,36.063218,59.2,52.599403,48.573181,58.8,27.5,75.125256,16.2,65.936949,69.6,81.5,46.1,35.9,73.0,78.8,47.9
1996,38.969775,35.926485,58.6,53.789880,48.647393,58.7,27.1,75.035199,16.7,66.437779,69.7,81.3,46.4,37.3,73.9,79.8,48.7
1997,40.685685,35.101934,58.7,54.999469,48.561050,60.0,26.8,75.163701,17.0,66.786355,70.0,81.9,47.0,38.3,74.4,81.0,49.2
1998,41.912403,37.598545,59.1,56.351248,49.258515,60.0,27.0,75.486160,17.8,67.255448,70.1,82.1,48.3,39.7,75.1,81.3,50.5
1999,42.887202,38.631529,59.2,58.228823,49.810208,61.2,28.1,75.838162,18.6,67.820221,70.9,83.5,47.8,40.2,76.5,81.1,51.2
2000,45.057766,40.023585,59.2,59.389857,49.803616,61.9,27.7,76.692143,18.4,68.365995,70.9,83.5,48.2,41.0,77.5,81.1,51.8
2001,45.866015,40.690282,59.4,60.712331,50.275145,63.0,27.6,77.375229,19.0,68.578520,71.2,85.1,47.0,42.2,77.5,80.9,51.7
2002,47.134658,41.132951,60.9,61.895128,50.552335,63.7,27.0,78.644244,18.7,68.829960,70.5,85.8,45.7,41.1,77.7,81.3,51.5
2003,47.935187,42.758543,61.1,62.169456,50.345598,64.6,25.1,78.544948,18.8,68.894487,70.6,86.5,46.0,41.7,77.8,81.5,50.9
2004,47.887140,43.466493,61.3,61.914587,49.950894,64.2,22.2,78.650748,18.2,68.454734,70.8,86.5,44.7,42.1,77.8,80.7,50.5
2005,47.672754,43.100368,61.4,61.500984,49.791851,63.4,20.6,79.067122,17.9,68.571221,69.9,86.0,45.1,41.6,77.5,81.2,50.0
2006,46.790300,44.499331,61.6,60.172845,49.210914,63.0,18.6,78.686306,16.8,68.297594,69.6,85.9,44.1,40.8,77.4,81.2,49.8
2007,47.605026,43.100459,61.4,59.411993,49.000459,62.5,17.6,78.721413,16.8,67.874923,70.2,85.4,44.1,40.7,77.1,82.1,49.3
2008,47.570834,42.711730,60.7,59.305765,48.888027,62.4,17.8,79.196327,16.5,67.594028,70.2,85.2,43.3,40.7,77.2,81.7,49.4
2009,48.667224,43.348921,61.0,58.489583,48.840474,62.8,18.1,79.532909,16.8,67.969792,69.3,85.1,43.3,40.7,77.1,82.0,49.4
2010,48.730042,42.066721,61.3,59.010255,48.757988,62.5,17.6,79.618625,17.2,67.928106,69.0,85.0,43.1,40.2,77.0,81.7,49.3
2011,50.037182,42.773438,61.2,58.742397,48.180418,62.2,18.2,79.432812,17.5,68.426730,69.5,84.8,43.1,40.1,76.7,81.9,49.2

